STUDY_ID	SAMPLE_ID	ERBB2	ESR1
brca_tcga	TCGA-A2-A0T7-01	7367.0831	2607.3518
brca_tcga	TCGA-A8-A075-01	4761.9218	2183.9369
brca_tcga	TCGA-AO-A0JG-01	6160.3427	9893.8188
brca_tcga	TCGA-AR-A0TP-01	2896.8139	6.155
brca_tcga	TCGA-AR-A0TQ-01	104021.3465	3262.9995
brca_tcga	TCGA-AR-A0TR-01	9184.1793	33228.5526
brca_tcga	TCGA-AR-A0TT-01	4013.8662	5676.9984
brca_tcga	TCGA-AR-A0TV-01	3583.5019	45809.6825
brca_tcga	TCGA-AR-A0TW-01	8030.8728	3976.3527
brca_tcga	TCGA-AR-A0TX-01	152051.0998	181.3875
brca_tcga	TCGA-AR-A0TZ-01	10896.626	9267.2888
brca_tcga	TCGA-B6-A0RL-01	13768.9231	35432
brca_tcga	TCGA-B6-A0RM-01	2883.8423	38077.4384
brca_tcga	TCGA-B6-A0RN-01	7869.8354	9762.7576
brca_tcga	TCGA-B6-A0RO-01	9451.0654	26447.2523
brca_tcga	TCGA-B6-A0RP-01	9438.7078	29780.2134
brca_tcga	TCGA-B6-A0RS-01	18112.3737	25.2525
brca_tcga	TCGA-B6-A0RT-01	3156.5729	126.212
brca_tcga	TCGA-B6-A0RU-01	3457.7552	361.5652
brca_tcga	TCGA-B6-A0RV-01	4822.5806	20088.3065
brca_tcga	TCGA-BH-A0BC-01	2760.274	19236.1692
brca_tcga	TCGA-BH-A0DH-01	9785.4723	12203.6131
brca_tcga	TCGA-BH-A0DQ-01	4361.2587	6064.5689
brca_tcga	TCGA-BH-A0HI-01	7613.8901	21961.4945
brca_tcga	TCGA-BH-A0HN-01	11792.9515	23895.2521
brca_tcga	TCGA-BH-A0HP-01	6180.56	13601.8668
brca_tcga	TCGA-BH-A0RX-01	3426.114	867.2799
brca_tcga	TCGA-A2-A04R-01	7150.9554	9635.7874
brca_tcga	TCGA-A2-A0YC-01	14571.1845	18512.8132
brca_tcga	TCGA-A2-A0YD-01	6255.8982	14064.5785
brca_tcga	TCGA-A2-A0YE-01	5692.6489	12.3574
brca_tcga	TCGA-A2-A0YF-01	6705.6323	38185.9724
brca_tcga	TCGA-A2-A0YG-01	124793.1091	10578.1788
brca_tcga	TCGA-A2-A0YH-01	7059.1574	11409.6674
brca_tcga	TCGA-A2-A0YJ-01	47534.1741	20.7486
brca_tcga	TCGA-A2-A0YK-01	4315.0577	12827.7788
brca_tcga	TCGA-A2-A0YL-01	4467.0457	4636.1816
brca_tcga	TCGA-A2-A0YM-01	4102.9447	39.7572
brca_tcga	TCGA-A2-A0YT-01	6193.5136	15412.5818
brca_tcga	TCGA-AN-A0XN-01	2637.609	3438.1071
brca_tcga	TCGA-AN-A0XO-01	10423.4241	19760.0739
brca_tcga	TCGA-AN-A0XP-01	9477.8135	38149.1961
brca_tcga	TCGA-AN-A0XR-01	3380.3224	27140.9673
brca_tcga	TCGA-AN-A0XS-01	7352.7128	12239.7004
brca_tcga	TCGA-AN-A0XT-01	4298.5332	41147.9724
brca_tcga	TCGA-AN-A0XU-01	5528.601	671.6058
brca_tcga	TCGA-AN-A0XV-01	4328.8006	28684.7978
brca_tcga	TCGA-AN-A0XW-01	4529.858	3867.341
brca_tcga	TCGA-AR-A0TU-01	1537.3298	316.4815
brca_tcga	TCGA-AR-A0U0-01	4499.0215	50.4892
brca_tcga	TCGA-AR-A0U2-01	6390.2628	6341.2668
brca_tcga	TCGA-AR-A0U3-01	4805.4763	30321.1637
brca_tcga	TCGA-AR-A0U4-01	1530.7454	159.0519
brca_tcga	TCGA-B6-A0WT-01	5881.2927	9203.8533
brca_tcga	TCGA-B6-A0WV-01	3782.726	31807.9172
brca_tcga	TCGA-B6-A0WW-01	9198.7507	29787.0528
brca_tcga	TCGA-B6-A0WX-01	4192.7664	45.5076
brca_tcga	TCGA-B6-A0WY-01	8571.3828	2981.114
brca_tcga	TCGA-B6-A0WZ-01	7791.5121	13334.5399
brca_tcga	TCGA-B6-A0X1-01	5552.9284	981.1116
brca_tcga	TCGA-B6-A0X4-01	4420.307	16253.2468
brca_tcga	TCGA-B6-A0X5-01	3147.9318	25790.6053
brca_tcga	TCGA-BH-A0W3-01	11392.6219	30190.6017
brca_tcga	TCGA-BH-A0W4-01	8761.0081	4898.6454
brca_tcga	TCGA-BH-A0W5-01	4922.6593	13143.0595
brca_tcga	TCGA-BH-A0WA-01	3714.305	36.6026
brca_tcga	TCGA-A2-A0YI-01	6090.638	21075.7305
brca_tcga	TCGA-AN-A0XL-01	10773.6572	14192.5886
brca_tcga	TCGA-AO-A03M-01	13874.6492	2771.0811
brca_tcga	TCGA-AO-A03N-01	3743.1147	4744.6169
brca_tcga	TCGA-AO-A03U-01	4052.7922	137.0156
brca_tcga	TCGA-AO-A124-01	7844.2488	7.1577
brca_tcga	TCGA-AO-A125-01	6551.6259	34681.7615
brca_tcga	TCGA-AO-A126-01	6520.6236	2673.7715
brca_tcga	TCGA-AO-A128-01	5298.2361	582.9037
brca_tcga	TCGA-AO-A129-01	2977.2201	188.417
brca_tcga	TCGA-AO-A12B-01	3387.6731	43930.2252
brca_tcga	TCGA-AO-A12C-01	21279.3442	5537.6614
brca_tcga	TCGA-AO-A12E-01	7918.0328	5581.4208
brca_tcga	TCGA-AO-A12G-01	10753.2	12620.8
brca_tcga	TCGA-AQ-A04H-01	32050.2498	35617.6903
brca_tcga	TCGA-AQ-A04L-01	7766.4083	2218.9147
brca_tcga	TCGA-B6-A0X7-01	9793.3402	11875.7295
brca_tcga	TCGA-BH-A0B2-01	NA	NA
brca_tcga	TCGA-E2-A105-01	9553.5256	35512.5
brca_tcga	TCGA-E2-A106-01	8993.1184	15410.7208
brca_tcga	TCGA-E2-A107-01	12665.4545	11793.719
brca_tcga	TCGA-E2-A108-01	2795.025	3222.3671
brca_tcga	TCGA-E2-A109-01	10861.8938	16642.9561
brca_tcga	TCGA-E2-A10B-01	5121.1949	21086.4865
brca_tcga	TCGA-E2-A10C-01	7486.2036	15129.4006
brca_tcga	TCGA-E2-A10E-01	8752.2706	34461.6348
brca_tcga	TCGA-E2-A10F-01	6201.0717	7284.7153
brca_tcga	TCGA-A1-A0SD-01	12986.5189	9728.2276
brca_tcga	TCGA-A2-A04N-01	6032.4881	14974.6434
brca_tcga	TCGA-A2-A04U-01	2076.6333	6.7541
brca_tcga	TCGA-A2-A04W-01	98169.3908	145.3465
brca_tcga	TCGA-A2-A0CL-01	2953.6694	1006.301
brca_tcga	TCGA-A2-A0CS-01	8891.0937	17723.1195
brca_tcga	TCGA-A2-A0CV-01	5317.0891	9631.3323
brca_tcga	TCGA-A2-A0CW-01	8441.7301	19149.5905
brca_tcga	TCGA-A2-A0D3-01	10616.7983	10742.5439
brca_tcga	TCGA-A2-A0ES-01	8215.8447	7116.5599
brca_tcga	TCGA-A2-A0EW-01	7085.3702	8655.6854
brca_tcga	TCGA-A2-A0T3-01	6334.5574	12734.1199
brca_tcga	TCGA-A7-A0DA-01	5035.8099	35.4752
brca_tcga	TCGA-AO-A03V-01	5389.4118	5287.0588
brca_tcga	TCGA-AO-A12A-01	6104.06	7158.9901
brca_tcga	TCGA-AO-A12D-01	211066.2021	169.6504
brca_tcga	TCGA-AO-A12F-01	5659.5491	25.1808
brca_tcga	TCGA-AO-A12H-01	4575.4236	52337.2265
brca_tcga	TCGA-AR-A0TS-01	8713.4905	58.2842
brca_tcga	TCGA-AR-A0TY-01	4650.7578	18195.7433
brca_tcga	TCGA-AR-A0U1-01	NA	NA
brca_tcga	TCGA-B6-A0IH-01	6942.74	7127.5618
brca_tcga	TCGA-B6-A0RH-01	31767.8817	3690.1651
brca_tcga	TCGA-B6-A0RQ-01	8778.0088	5956.1301
brca_tcga	TCGA-B6-A0WS-01	4621.4457	15700.2398
brca_tcga	TCGA-B6-A0X0-01	11048.913	7842.9952
brca_tcga	TCGA-BH-A0AV-01	3526.5279	31.229
brca_tcga	TCGA-BH-A0B0-01	3978.5213	6175.5473
brca_tcga	TCGA-BH-A0B7-01	210057.5411	71.837
brca_tcga	TCGA-BH-A0BG-01	4273.7944	52.7978
brca_tcga	TCGA-BH-A0BL-01	3518.9092	117.3274
brca_tcga	TCGA-BH-A0BP-01	3139.9198	12322.4674
brca_tcga	TCGA-BH-A0BQ-01	11434.4379	5026.3368
brca_tcga	TCGA-BH-A0BR-01	5895.279	1478.97
brca_tcga	TCGA-BH-A0BW-01	6166.1754	292.5571
brca_tcga	TCGA-BH-A0C7-01	10798.3067	25785.477
brca_tcga	TCGA-BH-A0DE-01	11889.8094	7704.5613
brca_tcga	TCGA-BH-A0DL-01	2005.2502	1836.3187
brca_tcga	TCGA-BH-A0DX-01	3076.6654	19499.0696
brca_tcga	TCGA-BH-A0E9-01	10206.4939	19240.5556
brca_tcga	TCGA-BH-A0EA-01	10512.7408	11664.5532
brca_tcga	TCGA-BH-A0EI-01	6488.6056	6898.8026
brca_tcga	TCGA-BH-A0H5-01	6197.9389	6039.1332
brca_tcga	TCGA-BH-A0W7-01	4329.8501	2006.3255
brca_tcga	TCGA-C8-A12K-01	1805.984	772.9796
brca_tcga	TCGA-C8-A12L-01	19790.6609	243.7673
brca_tcga	TCGA-C8-A12M-01	12476.2798	30697.1841
brca_tcga	TCGA-C8-A12N-01	3935.9065	12098.3574
brca_tcga	TCGA-C8-A12O-01	5200.8124	6373.7328
brca_tcga	TCGA-C8-A12P-01	54198.3187	27.5124
brca_tcga	TCGA-C8-A12Q-01	154326.7408	315.8445
brca_tcga	TCGA-C8-A12T-01	42587.6131	2168.9371
brca_tcga	TCGA-C8-A12U-01	4312.2837	4612.8893
brca_tcga	TCGA-C8-A12V-01	1557.5831	160.5839
brca_tcga	TCGA-C8-A12W-01	8870.0906	4290.0302
brca_tcga	TCGA-C8-A12X-01	4192.8058	14017.9856
brca_tcga	TCGA-C8-A12Z-01	337914.6896	39.3362
brca_tcga	TCGA-C8-A130-01	8633.3966	6080.0759
brca_tcga	TCGA-C8-A131-01	4156.8816	62.5602
brca_tcga	TCGA-C8-A132-01	147905.0193	13054.0541
brca_tcga	TCGA-C8-A134-01	2836.7217	66.2855
brca_tcga	TCGA-C8-A135-01	96356.2212	72.8111
brca_tcga	TCGA-C8-A137-01	126339.8832	338.821
brca_tcga	TCGA-C8-A138-01	13133.6843	1152.6904
brca_tcga	TCGA-D8-A13Y-01	817.3502	3622.4054
brca_tcga	TCGA-D8-A13Z-01	3791.363	47.5034
brca_tcga	TCGA-D8-A140-01	15951.7268	21007.0644
brca_tcga	TCGA-D8-A141-01	6329.4758	4459.4963
brca_tcga	TCGA-D8-A142-01	5961.4874	70.9163
brca_tcga	TCGA-D8-A143-01	3505.6295	13.2402
brca_tcga	TCGA-D8-A145-01	7129.9435	18458.0307
brca_tcga	TCGA-D8-A146-01	4419.0103	24970.0961
brca_tcga	TCGA-D8-A147-01	4187.8126	26.4988
brca_tcga	TCGA-E2-A10A-01	5755.1445	14201.325
brca_tcga	TCGA-E2-A14O-01	7132.6653	21704.2084
brca_tcga	TCGA-E2-A14R-01	4595.2081	24.7621
brca_tcga	TCGA-E2-A14T-01	9626.8372	15634.4584
brca_tcga	TCGA-E2-A14X-01	4050.9268	247.1447
brca_tcga	TCGA-E2-A14Z-01	4400.8969	8853.3632
brca_tcga	TCGA-E2-A154-01	8120.7753	23750.994
brca_tcga	TCGA-E2-A159-01	3745.3344	217.1622
brca_tcga	TCGA-E2-A15D-01	9177.2329	5963.9229
brca_tcga	TCGA-E2-A15F-01	6697.3698	30055.9839
brca_tcga	TCGA-E2-A15O-01	5479.7569	20105.0788
brca_tcga	TCGA-E2-A15P-01	12829.7791	17260.5708
brca_tcga	TCGA-E2-A15R-01	7892.6824	28133.2626
brca_tcga	TCGA-E2-A15S-01	7723.0769	12261.6822
brca_tcga	TCGA-E2-A15T-01	10288.448	33735.707
brca_tcga	TCGA-AR-A1AH-01	6597.8697	6.0368
brca_tcga	TCGA-BH-A0BO-01	6377.5179	10528.59
brca_tcga	TCGA-BH-A0C1-01	7623.7738	7843.7062
brca_tcga	TCGA-BH-A0DO-01	8062.4543	30253.4697
brca_tcga	TCGA-BH-A0DT-01	9037.552	8076.7195
brca_tcga	TCGA-BH-A18F-01	3291.0945	4285.6022
brca_tcga	TCGA-BH-A18G-01	1911.25	39.375
brca_tcga	TCGA-BH-A18H-01	4478.2609	13039.3375
brca_tcga	TCGA-BH-A18I-01	4863.3632	6758.3812
brca_tcga	TCGA-BH-A18J-01	6497.9281	5166.8209
brca_tcga	TCGA-BH-A18K-01	5688.8889	7097.6538
brca_tcga	TCGA-BH-A18L-01	11998.8439	17527.1676
brca_tcga	TCGA-BH-A18M-01	5388.8366	7273.5153
brca_tcga	TCGA-BH-A18N-01	8342.8277	33831.1599
brca_tcga	TCGA-BH-A18P-01	11733.7728	1811.224
brca_tcga	TCGA-BH-A18Q-01	4015.673	721.8045
brca_tcga	TCGA-BH-A18R-01	43161.367	1238.3358
brca_tcga	TCGA-BH-A18S-01	12767.0484	20399.452
brca_tcga	TCGA-BH-A18T-01	5837.3276	154.1337
brca_tcga	TCGA-BH-A18U-01	130896.2364	11313.4013
brca_tcga	TCGA-BH-A18V-01	5209.048	154.1138
brca_tcga	TCGA-C8-A12Y-01	6933.1676	6196.3546
brca_tcga	TCGA-C8-A133-01	5314.9452	11343.6935
brca_tcga	TCGA-E2-A14P-01	179673.1478	60.0721
brca_tcga	TCGA-E2-A14Q-01	5065.3833	32220.0465
brca_tcga	TCGA-E2-A14S-01	6568.1006	30823.1092
brca_tcga	TCGA-E2-A14V-01	75503.5847	3347.0128
brca_tcga	TCGA-E2-A14W-01	7685.6732	13286.0565
brca_tcga	TCGA-E2-A14Y-01	106387.5066	190.0476
brca_tcga	TCGA-E2-A150-01	3515.9854	51.8009
brca_tcga	TCGA-E2-A152-01	257756.8022	471.3565
brca_tcga	TCGA-E2-A153-01	9871.5239	4580.6452
brca_tcga	TCGA-E2-A155-01	14887.1962	25194.5197
brca_tcga	TCGA-E2-A156-01	10139.2678	41816.224
brca_tcga	TCGA-E2-A158-01	4818.7816	4.4555
brca_tcga	TCGA-E2-A15A-01	8478.9251	6096.4569
brca_tcga	TCGA-E2-A15C-01	11277.2	20694.8
brca_tcga	TCGA-E2-A15E-01	20632.5911	3107.7935
brca_tcga	TCGA-E2-A15G-01	7895.4918	25469.6721
brca_tcga	TCGA-E2-A15H-01	65557.3441	4979.4769
brca_tcga	TCGA-E2-A15L-01	7255.124	13300.9012
brca_tcga	TCGA-E2-A15M-01	9954.4142	9955.033
brca_tcga	TCGA-A7-A13D-01	10555.0929	49.5582
brca_tcga	TCGA-A7-A13E-01	8510.7292	195.5802
brca_tcga	TCGA-A7-A13F-01	11318.4739	6728.1124
brca_tcga	TCGA-AR-A1AI-01	4433.6283	577.6038
brca_tcga	TCGA-AR-A1AJ-01	1824.3718	187.1944
brca_tcga	TCGA-AR-A1AK-01	7977.066	6177.9359
brca_tcga	TCGA-AR-A1AL-01	6863.299	5841.1938
brca_tcga	TCGA-AR-A1AN-01	3934.5874	6053.3713
brca_tcga	TCGA-AR-A1AO-01	2977.9055	360.7392
brca_tcga	TCGA-AR-A1AP-01	8262.2582	9705.3531
brca_tcga	TCGA-AR-A1AQ-01	4384.2975	136.3636
brca_tcga	TCGA-AR-A1AS-01	6752.814	13151.2832
brca_tcga	TCGA-AR-A1AT-01	196593.0534	1560.9124
brca_tcga	TCGA-AR-A1AU-01	7058.8457	6001.4493
brca_tcga	TCGA-AR-A1AV-01	9464.9694	24387.2393
brca_tcga	TCGA-AR-A1AW-01	5168.7476	8321.2259
brca_tcga	TCGA-AR-A1AX-01	32221.5501	4598.4877
brca_tcga	TCGA-AR-A1AY-01	3262.2394	197.2995
brca_tcga	TCGA-BH-A0AU-01	10268.9531	9915.1625
brca_tcga	TCGA-BH-A0AZ-01	5955.4384	3699.0896
brca_tcga	TCGA-BH-A0B5-01	7943.2955	3590.3936
brca_tcga	TCGA-BH-A0BF-01	3417.1241	1827.2176
brca_tcga	TCGA-BH-A0BS-01	11005.3852	36832.3225
brca_tcga	TCGA-BH-A0BT-01	15643.8742	7339.3334
brca_tcga	TCGA-BH-A0BZ-01	6721.111	6882.0288
brca_tcga	TCGA-BH-A0C3-01	6266.0745	4108.291
brca_tcga	TCGA-BH-A0DD-01	36488.0952	17545.5182
brca_tcga	TCGA-BH-A0DG-01	4630.5599	4270.7712
brca_tcga	TCGA-BH-A0DI-01	9366.8953	3810.994
brca_tcga	TCGA-BH-A0DV-01	7247.3774	6940.8526
brca_tcga	TCGA-BH-A0H3-01	7991.6102	8366.2472
brca_tcga	TCGA-BH-A0HA-01	7116.3168	3531.9494
brca_tcga	TCGA-E2-A15J-01	9840.636	4445.2297
brca_tcga	TCGA-E2-A15K-01	8207.827	14753.4207
brca_tcga	TCGA-E2-A1AZ-01	4438.1095	133.5334
brca_tcga	TCGA-E2-A1B0-01	116272.5585	31.3776
brca_tcga	TCGA-E2-A1B1-01	25323.7925	1008.7341
brca_tcga	TCGA-E2-A1B4-01	10905.0294	25352.9839
brca_tcga	TCGA-E2-A1B5-01	1594.1101	1102.8596
brca_tcga	TCGA-E2-A1B6-01	2948.0143	93.7082
brca_tcga	TCGA-E2-A1BC-01	8978.5203	7105.0119
brca_tcga	TCGA-E2-A1BD-01	6068.9482	14018.3694
brca_tcga	TCGA-BH-A1ES-06	11172.7862	2115.9107
brca_tcga	TCGA-BH-A1FE-06	1378.5589	256.942
brca_tcga	TCGA-E2-A15A-06	7265.5359	4415.3039
brca_tcga	TCGA-BH-A18V-06	5788.3779	48.2002
brca_tcga	TCGA-E2-A15K-06	8969.3499	25067.3627
brca_tcga	TCGA-E2-A15E-06	25618.8324	14676.4595
brca_tcga	TCGA-AC-A6IX-06	5575.5576	7204.1885
